yearMonth,elementType,averageValue
190704,TMAX,14.7
190704,TMIN,1.99
190705,TMAX,20.23
190705,TMIN,6.87
190706,TMAX,25.49
190706,TMIN,12.15
190707,TMAX,28.91
190707,TMIN,15.33
190708,TMAX,27.99
190708,TMIN,14.33
190709,TMAX,24.68
190709,TMIN,11.18
190710,TMAX,18.97
190710,TMIN,5.17
190711,TMAX,11.74
190711,TMIN,-0.18
190712,TMAX,7.5
190712,TMIN,-3.18
190801,TMAX,6.47
190801,TMIN,-5.4
190802,TMAX,6.16
190802,TMIN,-5.19
190803,TMAX,12.86
190803,TMIN,-0.02
190804,TMAX,18.28
190804,TMIN,4.57
190805,TMAX,22.08
190805,TMIN,9.07
190806,TMAX,26.4
190806,TMIN,12.74
190807,TMAX,29.46
190807,TMIN,15.52
190808,TMAX,28.09
190808,TMIN,14.21
190809,TMAX,26.26
190809,TMIN,11.17
190810,TMAX,18.79
190810,TMIN,4.86
190811,TMAX,12.97
190811,TMIN,0.27
190812,TMAX,7.04
190812,TMIN,-4.04
190901,TMAX,5.5
190901,TMIN,-5.54
190902,TMAX,7.78
190902,TMIN,-4.34
190903,TMAX,10.78
190903,TMIN,-1.27
190904,TMAX,16.38
190904,TMIN,2.93
190905,TMAX,21.58
190905,TMIN,7.82
190906,TMAX,26.86
190906,TMIN,13.45
190907,TMAX,28.55
190907,TMIN,14.99
190908,TMAX,29.35
190908,TMIN,14.99
190909,TMAX,24.83
190909,TMIN,10.74
190910,TMAX,18.71
190910,TMIN,4.6
190911,TMAX,13.88
190911,TMIN,1.62
190912,TMAX,2.96
190912,TMIN,-7.1
191001,TMAX,4.9
191001,TMIN,-6.25
191002,TMAX,5.13
191002,TMIN,-7.19
191003,TMAX,16.82
191003,TMIN,1.86
191004,TMAX,19.35
191004,TMIN,4.56
191005,TMAX,21.81
191005,TMIN,7.77
191006,TMAX,26.75
191006,TMIN,12.42
191007,TMAX,29.84
191007,TMIN,15.38
191008,TMAX,28.34
191008,TMIN,13.99
191009,TMAX,25.18
191009,TMIN,11.3
191010,TMAX,20.45
191010,TMIN,6.12
191011,TMAX,11.02
191011,TMIN,-0.54
191012,TMAX,5.56
191012,TMIN,-5.42
191101,TMAX,5.97
191101,TMIN,-5.61
191102,TMAX,6.9
191102,TMIN,-4.71
191103,TMAX,12.95
191103,TMIN,-0.68
191104,TMAX,16.68
191104,TMIN,3.35
191105,TMAX,23.98
191105,TMIN,9.24
191106,TMAX,28.23
191106,TMIN,13.76
191107,TMAX,29.53
191107,TMIN,15.04
191108,TMAX,28.44
191108,TMIN,14.21
191109,TMAX,25.28
191109,TMIN,11.82
191110,TMAX,18.21
191110,TMIN,5.52
191111,TMAX,9.78
191111,TMIN,-2.08
191112,TMAX,6.62
191112,TMIN,-3.83
191201,TMAX,1.61
191201,TMIN,-9.79
191202,TMAX,5.37
191202,TMIN,-6.44
191203,TMAX,8.46
191203,TMIN,-3.53
191204,TMAX,17.14
191204,TMIN,3.99
191205,TMAX,22.81
191205,TMIN,8.95
191206,TMAX,26.09
191206,TMIN,11.99
191207,TMAX,28.63
191207,TMIN,15.1
191208,TMAX,27.18
191208,TMIN,13.9
191209,TMAX,23.78
191209,TMIN,10.44
191210,TMAX,18.87
191210,TMIN,5.12
191211,TMAX,12.52
191211,TMIN,-0.08
191212,TMAX,7.34
191212,TMIN,-4.25
191301,TMAX,5.8
191301,TMIN,-6.06
191302,TMAX,4.91
191302,TMIN,-7.19
191303,TMAX,10.71
191303,TMIN,-2.18
191304,TMAX,17.94
191304,TMIN,3.84
191305,TMAX,22.4
191305,TMIN,8.19
191306,TMAX,26.99
191306,TMIN,12.6
191307,TMAX,29.34
191307,TMIN,14.96
191308,TMAX,29.73
191308,TMIN,14.78
191309,TMAX,24.5
191309,TMIN,10.31
191310,TMAX,17.93
191310,TMIN,4.92
191311,TMAX,13.43
191311,TMIN,2.01
191312,TMAX,7.11
191312,TMIN,-3.18
191401,TMAX,6.64
191401,TMIN,-4.43
191402,TMAX,4.74
191402,TMIN,-7.62
191403,TMAX,11.22
191403,TMIN,-1.55
191404,TMAX,17.05
191404,TMIN,3.78
191405,TMAX,23.23
191405,TMIN,8.8
191406,TMAX,27.22
191406,TMIN,13.19
191407,TMAX,29.84
191407,TMIN,15.3
191408,TMAX,28.69
191408,TMIN,14.27
191409,TMAX,24.69
191409,TMIN,10.44
191410,TMAX,19.53
191410,TMIN,6.61
191411,TMAX,13.03
191411,TMIN,-0.22
191412,TMAX,3.11
191412,TMIN,-6.81
191501,TMAX,4.03
191501,TMIN,-7.01
191502,TMAX,7.46
191502,TMIN,-3.17
191503,TMAX,9.01
191503,TMIN,-2.74
191504,TMAX,19.54
191504,TMIN,5.45
191505,TMAX,20.91
191505,TMIN,8.05
191506,TMAX,25.39
191506,TMIN,11.66
191507,TMAX,27.76
191507,TMIN,14.36
191508,TMAX,27.47
191508,TMIN,13.64
191509,TMAX,24.37
191509,TMIN,10.93
191510,TMAX,19.75
191510,TMIN,5.58
191511,TMAX,12.47
191511,TMIN,0.13
191512,TMAX,6.12
191512,TMIN,-4.6
191601,TMAX,3.65
191601,TMIN,-7.49
191602,TMAX,5.85
191602,TMIN,-6.17
191603,TMAX,11.1
191603,TMIN,-2.23
191604,TMAX,16.53
191604,TMIN,3.34
191605,TMAX,21.75
191605,TMIN,7.98
191606,TMAX,25.02
191606,TMIN,11.46
191607,TMAX,29.6
191607,TMIN,15.69
191608,TMAX,28.64
191608,TMIN,14.31
191609,TMAX,24.22
191609,TMIN,9.67
191610,TMAX,18.09
191610,TMIN,4.27
191611,TMAX,11.38
191611,TMIN,-1.4
191612,TMAX,4.3
191612,TMIN,-7.2
191701,TMAX,3.74
191701,TMIN,-8.0
191702,TMAX,4.44
191702,TMIN,-8.26
191703,TMAX,9.76
191703,TMIN,-2.87
191704,TMAX,15.4
191704,TMIN,2.66
191705,TMAX,19.47
191705,TMIN,6.14
191706,TMAX,25.94
191706,TMIN,11.46
191707,TMAX,29.68
191707,TMIN,15.24
191708,TMAX,28.23
191708,TMIN,13.61
191709,TMAX,24.19
191709,TMIN,9.94
191710,TMAX,16.95
191710,TMIN,2.75
191711,TMAX,12.66
191711,TMIN,-0.27
191712,TMAX,3.46
191712,TMIN,-8.0
191801,TMAX,1.15
191801,TMIN,-10.19
191802,TMAX,6.65
191802,TMIN,-6.34
191803,TMAX,13.49
191803,TMIN,-0.35
191804,TMAX,16.13
191804,TMIN,2.54
191805,TMAX,22.75
191805,TMIN,8.47
191806,TMAX,27.52
191806,TMIN,12.87
191807,TMAX,28.67
191807,TMIN,14.1
191808,TMAX,28.88
191808,TMIN,14.46
191809,TMAX,23.15
191809,TMIN,8.8
191810,TMAX,19.33
191810,TMIN,6.58
191811,TMAX,10.79
191811,TMIN,-0.17
191812,TMAX,6.82
191812,TMIN,-3.42
191901,TMAX,6.04
191901,TMIN,-5.73
191902,TMAX,5.37
191902,TMIN,-5.45
191903,TMAX,10.82
191903,TMIN,-1.79
191904,TMAX,16.76
191904,TMIN,3.6
191905,TMAX,21.66
191905,TMIN,8.09
191906,TMAX,27.17
191906,TMIN,13.09
191907,TMAX,29.64
191907,TMIN,15.16
191908,TMAX,28.42
191908,TMIN,14.02
191909,TMAX,25.01
191909,TMIN,10.96
191910,TMAX,17.37
191910,TMIN,5.56
191911,TMAX,9.86
191911,TMIN,-1.47
191912,TMAX,3.74
191912,TMIN,-7.43
192001,TMAX,3.26
192001,TMIN,-7.85
192002,TMAX,6.06
192002,TMIN,-5.31
192003,TMAX,10.93
192003,TMIN,-1.94
192004,TMAX,14.19
192004,TMIN,1.96
192005,TMAX,21.44
192005,TMIN,7.74
192006,TMAX,25.87
192006,TMIN,12.13
192007,TMAX,28.69
192007,TMIN,14.35
192008,TMAX,27.75
192008,TMIN,13.88
192009,TMAX,24.72
192009,TMIN,10.99
192010,TMAX,19.29
192010,TMIN,5.8
192011,TMAX,9.92
192011,TMIN,-0.74
192012,TMAX,5.92
192012,TMIN,-4.1
192101,TMAX,6.36
192101,TMIN,-4.52
192102,TMAX,8.04
192102,TMIN,-3.82
192103,TMAX,13.95
192103,TMIN,0.93
192104,TMAX,17.5
192104,TMIN,3.84
192105,TMAX,22.18
192105,TMIN,8.57
192106,TMAX,27.52
192106,TMIN,13.66
192107,TMAX,29.99
192107,TMIN,15.85
192108,TMAX,28.21
192108,TMIN,14.04
192109,TMAX,25.37
192109,TMIN,11.59
192110,TMAX,19.74
192110,TMIN,5.26
192111,TMAX,11.13
192111,TMIN,-0.53
192112,TMAX,6.68
192112,TMIN,-4.2
192201,TMAX,3.17
192201,TMIN,-8.22
192202,TMAX,5.46
192202,TMIN,-6.37
192203,TMAX,10.69
192203,TMIN,-1.41
192204,TMAX,16.37
192204,TMIN,3.72
192205,TMAX,22.77
192205,TMIN,9.01
192206,TMAX,27.38
192206,TMIN,13.14
192207,TMAX,28.66
192207,TMIN,14.52
192208,TMAX,28.63
192208,TMIN,14.29
192209,TMAX,26.02
192209,TMIN,11.0
192210,TMAX,19.47
192210,TMIN,5.29
192211,TMAX,11.38
192211,TMIN,0.36
192212,TMAX,5.81
192212,TMIN,-5.04
192301,TMAX,6.12
192301,TMIN,-5.15
192302,TMAX,4.52
192302,TMIN,-7.61
192303,TMAX,9.95
192303,TMIN,-3.36
192304,TMAX,16.35
192304,TMIN,2.81
192305,TMAX,22.02
192305,TMIN,7.67
192306,TMAX,26.41
192306,TMIN,12.68
192307,TMAX,29.31
192307,TMIN,15.01
192308,TMAX,28.03
192308,TMIN,13.7
192309,TMAX,24.81
192309,TMIN,10.85
192310,TMAX,17.86
192310,TMIN,4.62
192311,TMAX,12.51
192311,TMIN,0.39
192312,TMAX,8.25
192312,TMIN,-2.54
192401,TMAX,3.24
192401,TMIN,-8.93
192402,TMAX,6.77
192402,TMIN,-4.89
192403,TMAX,9.01
192403,TMIN,-2.16
192404,TMAX,16.41
192404,TMIN,2.97
192405,TMAX,21.1
192405,TMIN,6.84
192406,TMAX,26.28
192406,TMIN,12.1
192407,TMAX,28.39
192407,TMIN,13.87
192408,TMAX,28.32
192408,TMIN,13.81
192409,TMAX,23.57
192409,TMIN,9.48
192410,TMAX,19.73
192410,TMIN,5.4
192411,TMAX,11.92
192411,TMIN,-0.33
192412,TMAX,3.45
192412,TMIN,-7.44
192501,TMAX,4.06
192501,TMIN,-7.55
192502,TMAX,8.69
192502,TMIN,-3.42
192503,TMAX,12.8
192503,TMIN,-0.8
192504,TMAX,18.87
192504,TMIN,4.83
192505,TMAX,22.15
192505,TMIN,7.34
192506,TMAX,27.07
192506,TMIN,13.1
192507,TMAX,29.25
192507,TMIN,14.83
192508,TMAX,28.45
192508,TMIN,13.64
192509,TMAX,25.0
192509,TMIN,11.57
192510,TMAX,15.03
192510,TMIN,3.51
192511,TMAX,10.87
192511,TMIN,-0.79
192512,TMAX,5.82
192512,TMIN,-4.53
192601,TMAX,4.96
192601,TMIN,-6.01
192602,TMAX,8.08
192602,TMIN,-3.53
192603,TMAX,10.41
192603,TMIN,-2.27
192604,TMAX,16.51
192604,TMIN,2.66
192605,TMAX,22.7
192605,TMIN,8.11
192606,TMAX,26.23
192606,TMIN,11.71
192607,TMAX,29.23
192607,TMIN,14.62
192608,TMAX,28.17
192608,TMIN,14.44
192609,TMAX,23.42
192609,TMIN,10.47
192610,TMAX,18.48
192610,TMIN,5.78
192611,TMAX,10.74
192611,TMIN,-0.54
192612,TMAX,4.99
192612,TMIN,-5.49
192701,TMAX,4.91
192701,TMIN,-6.2
192702,TMAX,8.07
192702,TMIN,-3.32
192703,TMAX,11.73
192703,TMIN,-0.38
192704,TMAX,16.77
192704,TMIN,3.77
192705,TMAX,21.17
192705,TMIN,8.17
192706,TMAX,25.43
192706,TMIN,11.96
192707,TMAX,28.64
192707,TMIN,14.53
192708,TMAX,26.85
192708,TMIN,12.99
192709,TMAX,24.42
192709,TMIN,10.93
192710,TMAX,19.95
192710,TMIN,5.96
192711,TMAX,11.95
192711,TMIN,0.75
192712,TMAX,4.12
192712,TMIN,-6.99
192801,TMAX,5.82
192801,TMIN,-5.7
192802,TMAX,7.21
192802,TMIN,-4.72
192803,TMAX,11.85
192803,TMIN,-0.94
192804,TMAX,15.48
192804,TMIN,2.21
192805,TMAX,22.98
192805,TMIN,8.35
192806,TMAX,24.74
192806,TMIN,11.73
192807,TMAX,28.86
192807,TMIN,15.11
192808,TMAX,28.3
192808,TMIN,14.28
192809,TMAX,23.96
192809,TMIN,9.37
192810,TMAX,18.92
192810,TMIN,5.84
192811,TMAX,11.49
192811,TMIN,0.43
192812,TMAX,6.79
192812,TMIN,-4.25
192901,TMAX,2.69
192901,TMIN,-8.93
192902,TMAX,3.47
192902,TMIN,-8.59
192903,TMAX,12.4
192903,TMIN,-0.21
192904,TMAX,16.69
192904,TMIN,3.67
192905,TMAX,21.49
192905,TMIN,7.57
192906,TMAX,25.93
192906,TMIN,11.87
192907,TMAX,29.06
192907,TMIN,14.57
192908,TMAX,28.78
192908,TMIN,13.76
192909,TMAX,23.85
192909,TMIN,10.23
192910,TMAX,18.64
192910,TMIN,5.26
192911,TMAX,10.27
192911,TMIN,-1.04
192912,TMAX,6.25
192912,TMIN,-4.77
193001,TMAX,1.97
193001,TMIN,-9.14
193002,TMAX,9.46
193002,TMIN,-2.91
193003,TMAX,11.15
193003,TMIN,-1.7
193004,TMAX,18.55
193004,TMIN,4.34
193005,TMAX,21.68
193005,TMIN,8.21
193006,TMAX,26.72
193006,TMIN,12.33
193007,TMAX,30.05
193007,TMIN,15.0
193008,TMAX,29.1
193008,TMIN,14.21
193009,TMAX,25.01
193009,TMIN,10.98
193010,TMAX,17.25
193010,TMIN,4.68
193011,TMAX,11.66
193011,TMIN,-0.1
193012,TMAX,5.63
193012,TMIN,-4.68
193101,TMAX,6.31
193101,TMIN,-5.02
193102,TMAX,8.46
193102,TMIN,-3.23
193103,TMAX,10.07
193103,TMIN,-1.67
193104,TMAX,17.36
193104,TMIN,3.33
193105,TMAX,22.14
193105,TMIN,7.81
193106,TMAX,27.45
193106,TMIN,13.18
193107,TMAX,30.25
193107,TMIN,15.75
193108,TMAX,28.34
193108,TMIN,14.12
193109,TMAX,25.73
193109,TMIN,11.96
193110,TMAX,19.89
193110,TMIN,6.41
193111,TMAX,12.55
193111,TMIN,1.09
193112,TMAX,7.28
193112,TMIN,-2.84
193201,TMAX,5.75
193201,TMIN,-4.61
193202,TMAX,7.49
193202,TMIN,-4.33
193203,TMAX,8.75
193203,TMIN,-3.16
193204,TMAX,16.95
193204,TMIN,3.62
193205,TMAX,22.36
193205,TMIN,8.33
193206,TMAX,26.76
193206,TMIN,12.82
193207,TMAX,28.96
193207,TMIN,14.85
193208,TMAX,28.67
193208,TMIN,14.4
193209,TMAX,24.85
193209,TMIN,10.23
193210,TMAX,17.78
193210,TMIN,4.96
193211,TMAX,10.81
193211,TMIN,-1.19
193212,TMAX,5.0
193212,TMIN,-5.86
193301,TMAX,6.64
193301,TMIN,-4.69
193302,TMAX,5.21
193302,TMIN,-7.13
193303,TMAX,10.77
193303,TMIN,-1.42
193304,TMAX,16.37
193304,TMIN,3.11
193305,TMAX,21.63
193305,TMIN,8.52
193306,TMAX,28.14
193306,TMIN,13.08
193307,TMAX,29.73
193307,TMIN,15.11
193308,TMAX,28.25
193308,TMIN,14.1
193309,TMAX,25.23
193309,TMIN,11.65
193310,TMAX,18.79
193310,TMIN,5.11
193311,TMAX,11.48
193311,TMIN,-0.76
193312,TMAX,6.5
193312,TMIN,-4.87
193401,TMAX,6.69
193401,TMIN,-4.56
193402,TMAX,6.4
193402,TMIN,-6.22
193403,TMAX,11.82
193403,TMIN,-1.81
193404,TMAX,18.25
193404,TMIN,4.16
193405,TMAX,24.72
193405,TMIN,9.34
193406,TMAX,27.57
193406,TMIN,13.15
193407,TMAX,30.49
193407,TMIN,15.53
193408,TMAX,28.66
193408,TMIN,14.23
193409,TMAX,23.82
193409,TMIN,10.36
193410,TMAX,19.52
193410,TMIN,5.97
193411,TMAX,12.7
193411,TMIN,1.63
193412,TMAX,5.4
193412,TMIN,-4.9
193501,TMAX,4.27
193501,TMIN,-7.0
193502,TMAX,7.48
193502,TMIN,-4.15
193503,TMAX,11.67
193503,TMIN,-0.67
193504,TMAX,15.5
193504,TMIN,3.13
193505,TMAX,20.12
193505,TMIN,7.2
193506,TMAX,25.66
193506,TMIN,12.12
193507,TMAX,29.7
193507,TMIN,15.73
193508,TMAX,28.49
193508,TMIN,14.49
193509,TMAX,24.4
193509,TMIN,10.22
193510,TMAX,18.47
193510,TMIN,4.82
193511,TMAX,9.83
193511,TMIN,-0.82
193512,TMAX,4.5
193512,TMIN,-5.5
193601,TMAX,2.52
193601,TMIN,-8.2
193602,TMAX,1.34
193602,TMIN,-10.35
193603,TMAX,11.5
193603,TMIN,-1.05
193604,TMAX,15.65
193604,TMIN,2.34
193605,TMAX,23.38
193605,TMIN,8.95
193606,TMAX,27.11
193606,TMIN,12.56
193607,TMAX,30.48
193607,TMIN,15.63
193608,TMAX,29.14
193608,TMIN,14.66
193609,TMAX,24.46
193609,TMIN,10.9
193610,TMAX,17.69
193610,TMIN,4.81
193611,TMAX,10.33
193611,TMIN,-1.75
193612,TMAX,6.17
193612,TMIN,-4.27
193701,TMAX,1.98
193701,TMIN,-8.85
193702,TMAX,4.85
193702,TMIN,-6.41
193703,TMAX,8.84
193703,TMIN,-2.95
193704,TMAX,15.54
193704,TMIN,2.94
193705,TMAX,22.51
193705,TMIN,8.37
193706,TMAX,26.11
193706,TMIN,12.61
193707,TMAX,29.1
193707,TMIN,15.07
193708,TMAX,28.97
193708,TMIN,14.92
193709,TMAX,24.35
193709,TMIN,10.37
193710,TMAX,17.59
193710,TMIN,5.14
193711,TMAX,10.02
193711,TMIN,-0.85
193712,TMAX,4.52
193712,TMIN,-5.41
193801,TMAX,4.34
193801,TMIN,-6.31
193802,TMAX,6.23
193802,TMIN,-4.72
193803,TMAX,12.13
193803,TMIN,-0.07
193804,TMAX,16.63
193804,TMIN,3.66
193805,TMAX,21.15
193805,TMIN,7.98
193806,TMAX,26.02
193806,TMIN,12.45
193807,TMAX,28.76
193807,TMIN,15.08
193808,TMAX,28.84
193808,TMIN,14.62
193809,TMAX,24.88
193809,TMIN,10.93
193810,TMAX,19.57
193810,TMIN,5.65
193811,TMAX,10.84
193811,TMIN,-1.18
193812,TMAX,5.64
193812,TMIN,-4.98
193901,TMAX,5.58
193901,TMIN,-5.46
193902,TMAX,4.93
193902,TMIN,-7.38
193903,TMAX,10.89
193903,TMIN,-2.2
193904,TMAX,16.67
193904,TMIN,2.98
193905,TMAX,23.06
193905,TMIN,8.49
193906,TMAX,26.1
193906,TMIN,12.51
193907,TMAX,29.4
193907,TMIN,14.89
193908,TMAX,28.7
193908,TMIN,14.01
193909,TMAX,25.18
193909,TMIN,10.76
193910,TMAX,17.97
193910,TMIN,4.76
193911,TMAX,11.53
193911,TMIN,-0.9
193912,TMAX,7.84
193912,TMIN,-3.27
194001,TMAX,0.5
194001,TMIN,-10.15
194002,TMAX,5.14
194002,TMIN,-5.5
194003,TMAX,9.93
194003,TMIN,-2.02
194004,TMAX,15.61
194004,TMIN,2.96
194005,TMAX,22.0
194005,TMIN,7.77
194006,TMAX,26.43
194006,TMIN,12.4
194007,TMAX,28.87
194007,TMIN,14.74
194008,TMAX,27.78
194008,TMIN,13.88
194009,TMAX,24.18
194009,TMIN,10.54
194010,TMAX,18.71
194010,TMIN,5.38
194011,TMAX,9.32
194011,TMIN,-1.31
194012,TMAX,6.48
194012,TMIN,-3.86
194101,TMAX,3.93
194101,TMIN,-6.33
194102,TMAX,5.42
194102,TMIN,-5.57
194103,TMAX,9.43
194103,TMIN,-2.8
194104,TMAX,17.23
194104,TMIN,4.03
194105,TMAX,22.61
194105,TMIN,8.59
194106,TMAX,25.82
194106,TMIN,12.55
194107,TMAX,29.16
194107,TMIN,15.17
194108,TMAX,27.79
194108,TMIN,14.03
194109,TMAX,23.86
194109,TMIN,10.43
194110,TMAX,18.01
194110,TMIN,6.21
194111,TMAX,11.5
194111,TMIN,-0.2
194112,TMAX,6.75
194112,TMIN,-3.59
194201,TMAX,4.37
194201,TMIN,-7.31
194202,TMAX,4.48
194202,TMIN,-6.51
194203,TMAX,10.93
194203,TMIN,-1.56
194204,TMAX,17.72
194204,TMIN,3.99
194205,TMAX,21.44
194205,TMIN,8.05
194206,TMAX,25.6
194206,TMIN,12.47
194207,TMAX,28.71
194207,TMIN,14.86
194208,TMAX,27.65
194208,TMIN,14.08
194209,TMAX,23.81
194209,TMIN,10.05
194210,TMAX,18.81
194210,TMIN,5.43
194211,TMAX,11.39
194211,TMIN,-0.35
194212,TMAX,5.08
194212,TMIN,-5.32
194301,TMAX,3.53
194301,TMIN,-7.96
194302,TMAX,8.04
194302,TMIN,-5.02
194303,TMAX,9.9
194303,TMIN,-3.21
194304,TMAX,17.49
194304,TMIN,3.53
194305,TMAX,21.66
194305,TMIN,8.1
194306,TMAX,26.08
194306,TMIN,12.84
194307,TMAX,29.14
194307,TMIN,14.86
194308,TMAX,28.49
194308,TMIN,14.35
194309,TMAX,24.32
194309,TMIN,9.73
194310,TMAX,18.61
194310,TMIN,4.98
194311,TMAX,11.2
194311,TMIN,-0.98
194312,TMAX,6.1
194312,TMIN,-5.16
194401,TMAX,6.13
194401,TMIN,-5.43
194402,TMAX,6.86
194402,TMIN,-4.86
194403,TMAX,9.8
194403,TMIN,-2.65
194404,TMAX,15.87
194404,TMIN,2.78
194405,TMAX,22.99
194405,TMIN,9.05
194406,TMAX,25.97
194406,TMIN,12.61
194407,TMAX,28.59
194407,TMIN,14.26
194408,TMAX,28.14
194408,TMIN,14.07
194409,TMAX,24.32
194409,TMIN,10.91
194410,TMAX,19.32
194410,TMIN,5.25
194411,TMAX,10.71
194411,TMIN,0.57
194412,TMAX,5.09
194412,TMIN,-5.77
194501,TMAX,4.57
194501,TMIN,-6.6
194502,TMAX,7.29
194502,TMIN,-4.38
194503,TMAX,13.79
194503,TMIN,0.64
194504,TMAX,17.04
194504,TMIN,3.79
194505,TMAX,21.03
194505,TMIN,7.49
194506,TMAX,25.07
194506,TMIN,11.88
194507,TMAX,28.5
194507,TMIN,14.63
194508,TMAX,28.32
194508,TMIN,14.26
194509,TMAX,24.49
194509,TMIN,10.99
194510,TMAX,18.96
194510,TMIN,5.41
194511,TMAX,11.78
194511,TMIN,-0.12
194512,TMAX,4.81
194512,TMIN,-6.08
194601,TMAX,5.78
194601,TMIN,-5.76
194602,TMAX,7.74
194602,TMIN,-5.14
194603,TMAX,14.22
194603,TMIN,0.95
194604,TMAX,18.73
194604,TMIN,4.58
194605,TMAX,21.58
194605,TMIN,7.94
194606,TMAX,26.1
194606,TMIN,12.17
194607,TMAX,28.9
194607,TMIN,14.73
194608,TMAX,27.44
194608,TMIN,13.62
194609,TMAX,24.33
194609,TMIN,10.6
194610,TMAX,18.33
194610,TMIN,5.42
194611,TMAX,11.37
194611,TMIN,0.16
194612,TMAX,7.19
194612,TMIN,-4.02
194701,TMAX,5.52
194701,TMIN,-5.98
194702,TMAX,5.63
194702,TMIN,-6.59
194703,TMAX,10.38
194703,TMIN,-2.02
194704,TMAX,17.02
194704,TMIN,3.9
194705,TMAX,21.97
194705,TMIN,8.15
194706,TMAX,25.31
194706,TMIN,12.19
194707,TMAX,28.5
194707,TMIN,14.42
194708,TMAX,28.71
194708,TMIN,14.96
194709,TMAX,24.95
194709,TMIN,11.03
194710,TMAX,20.56
194710,TMIN,7.35
194711,TMAX,9.7
194711,TMIN,-0.49
194712,TMAX,6.23
194712,TMIN,-4.5
194801,TMAX,4.71
194801,TMIN,-7.12
194802,TMAX,6.11
194802,TMIN,-5.98
194803,TMAX,10.87
194803,TMIN,-2.11
194804,TMAX,17.94
194804,TMIN,4.44
194805,TMAX,22.2
194805,TMIN,8.44
194806,TMAX,26.36
194806,TMIN,12.7
194807,TMAX,28.39
194807,TMIN,14.74
194808,TMAX,28.08
194808,TMIN,14.08
194809,TMAX,25.19
194809,TMIN,10.74
194810,TMAX,18.72
194810,TMIN,4.76
194811,TMAX,11.98
194811,TMIN,0.7
194812,TMAX,6.49
194812,TMIN,-4.56
194901,TMAX,4.31
194901,TMIN,-6.41
194902,TMAX,6.56
194902,TMIN,-5.29
194903,TMAX,11.0
194903,TMIN,-1.14
194904,TMAX,17.87
194904,TMIN,4.13
194905,TMAX,22.65
194905,TMIN,8.97
194906,TMAX,26.33
194906,TMIN,12.98
194907,TMAX,28.78
194907,TMIN,15.31
194908,TMAX,28.15
194908,TMIN,14.19
194909,TMAX,23.79
194909,TMIN,10.21
194910,TMAX,18.72
194910,TMIN,6.14
194911,TMAX,13.13
194911,TMIN,0.57
194912,TMAX,6.91
194912,TMIN,-4.31
195001,TMAX,5.16
195001,TMIN,-6.53
195002,TMAX,7.47
195002,TMIN,-4.44
195003,TMAX,10.43
195003,TMIN,-2.09
195004,TMAX,15.81
195004,TMIN,2.85
195005,TMAX,21.79
195005,TMIN,8.32
195006,TMAX,26.03
195006,TMIN,12.31
195007,TMAX,27.31
195007,TMIN,14.28
195008,TMAX,27.09
195008,TMIN,13.3
195009,TMAX,23.19
195009,TMIN,10.6
195010,TMAX,19.54
195010,TMIN,6.66
195011,TMAX,11.24
195011,TMIN,-0.69
195012,TMAX,6.43
195012,TMIN,-4.61
195101,TMAX,5.42
195101,TMIN,-5.92
195102,TMAX,7.29
195102,TMIN,-4.61
195103,TMAX,10.26
195103,TMIN,-1.82
195104,TMAX,16.68
195104,TMIN,3.84
195105,TMAX,22.32
195105,TMIN,8.63
195106,TMAX,25.22
195106,TMIN,12.17
195107,TMAX,28.27
195107,TMIN,14.93
195108,TMAX,27.49
195108,TMIN,14.36
195109,TMAX,23.92
195109,TMIN,10.69
195110,TMAX,18.16
195110,TMIN,5.95
195111,TMAX,10.38
195111,TMIN,-0.67
195112,TMAX,6.48
195112,TMIN,-4.18
195201,TMAX,6.0
195201,TMIN,-4.95
195202,TMAX,7.67
195202,TMIN,-3.57
195203,TMAX,9.92
195203,TMIN,-1.68
195204,TMAX,17.73
195204,TMIN,4.41
195205,TMAX,22.02
195205,TMIN,8.56
195206,TMAX,26.66
195206,TMIN,13.36
195207,TMAX,28.91
195207,TMIN,15.16
195208,TMAX,27.94
195208,TMIN,14.6
195209,TMAX,24.6
195209,TMIN,10.75
195210,TMAX,18.63
195210,TMIN,4.37
195211,TMAX,11.26
195211,TMIN,-0.01
195212,TMAX,6.72
195212,TMIN,-3.17
195301,TMAX,7.29
195301,TMIN,-3.63
195302,TMAX,8.34
195302,TMIN,-3.4
195303,TMAX,12.75
195303,TMIN,0.41
195304,TMAX,16.51
195304,TMIN,3.91
195305,TMAX,21.88
195305,TMIN,8.89
195306,TMAX,26.57
195306,TMIN,13.41
195307,TMAX,28.52
195307,TMIN,15.25
195308,TMAX,27.84
195308,TMIN,14.35
195309,TMAX,25.01
195309,TMIN,10.67
195310,TMAX,20.02
195310,TMIN,6.45
195311,TMAX,12.77
195311,TMIN,1.23
195312,TMAX,7.77
195312,TMIN,-2.73
195401,TMAX,5.08
195401,TMIN,-6.22
195402,TMAX,9.86
195402,TMIN,-2.46
195403,TMAX,11.03
195403,TMIN,-1.23
195404,TMAX,17.81
195404,TMIN,4.67
195405,TMAX,21.21
195405,TMIN,8.07
195406,TMAX,25.94
195406,TMIN,12.99
195407,TMAX,28.44
195407,TMIN,15.15
195408,TMAX,27.23
195408,TMIN,14.43
195409,TMAX,24.46
195409,TMIN,11.53
195410,TMAX,18.8
195410,TMIN,6.64
195411,TMAX,13.04
195411,TMIN,1.48
195412,TMAX,7.54
195412,TMIN,-3.08
195501,TMAX,5.37
